khach_cmt,rating,shop_phan_hoi
"dép nhận được như hình, nhưng size 40-41 nhỏ hơn chân đi cảm giác bị chật và thiếu",4,nan
giao hàng lâu. đã vậy đặt đỏ giao vàng ko báo trước với khách. cho 4 sao để shop chú ý,4,nan
shop nên cân nhắc việc quan tâm đến sản phẩm của mình để nó ko ảnh hưởng đến việc làm ăn của shop nên xem xét lại sản phẩm còn mất 1 sao là do chất lượng của sản phẩm khi đến tay khách hàng nó vẫn sẽ không thay đổi,4,nan
sản phẩm đẹp tốt nhưng size hơi nhỏ mọi người nên mua lớn hơn .,4,nan
"nên đặt size lớn hơn 2 size mới thoải mái. chân mình kích thước tương ứng size 42 trong bảng đo của shop. nhưng mình đặt size 43 trừ hao, ai ngờ nên đặt 44 mới mang thoải mái được. buồn ghê á",4,nan
giao hàng rất nhanh.hình như nào thì dép như vậy. dép đúc nguyên chiếc lên rất chắc chắn.nói chung là ok,4,nan
"dép đi ổn, nhưng mà giao sai màu mặc dù đã liên hệ shop",4,nan
tiền nào của nấy. dép đẹp và chất lượng thì tạm được. phù hợp mang tại nhà. ko phù hợp để đi chơi ,4,nan
"đặt hàng thanh toán 2 đôi nhưng nhận được 1 đôi, shop đã giải quyết nhanh chóng, hoàn tiền lại cho khách ",4,nan
tien nao cua day chat lương ko dc cao đeo đi trong nha thì duoc o,4,nan
dép hơi mềm nhưng được,4,nan
do đặt màu đỏ mà không còn nên giao hàng có gọi hỏi mình màu vàng được không.,4,nan
"đánh giá cao khâu giao hàng nhanh, ói chung thì tiền nào của đó có hơi khác với suy nghĩ nhưng mà thôi cũng tạm chấp nhận được",4,nan
"dép đẹp, giao hàng sớm",4,nan
đặt màu đỏ nhưng giao màu vàng :),4,nan
"dép cũng được, mà giá hơn đắt so vs chất lượng.",4,nan
dép mềm này đi cảm giác cứ sợ đứt. mà dép còn hơi dính dính,4,nan
"dép 41 nhưng cảm giác tầm 40. nhìn tưởng nhựa cứng nhưng là loại dẻo dẻo vẩy vẩy, đi ẩu như mình dễ bị loẹt quẹt.",4,nan
dép ổn nhưng giao hàng qua best thì tệ quá tận 7 ngày từ hà nội về hp,4,nan
"giao nhanh ,hàng ok , 41 hơi nhỏ so với size thực.",4,nan
sản phẩm khá tốt đánh giá 4s là do anh shiper giao không đúng địa chỉ còn thối thiết 10k nữa 68k đưa 100k thối 22k hời xui hôg để ý-.-! còn sản phẩm thì ko cần nói 5s nha,4,nan
"nếu mua hàng nên thêm 1 size , mình size 41 mang nó quá chật",4,nan
hàng rẻ nên đúng giá tiền. mang đi bình thường cũng êm chân,4,nan
hàng đẹp dịch mà về nhanh nhưng chỉ mang đc 1 vài tháng,4,nan
cho 4 sao vì k ghi rõ size dép là 36-37. chứ k phải size 36 như shop ghi. nếu 36-37 thì bé nhà mình phải tìm đôi 35-36 mới đúng. cho 4 sao thôi mong shop ghi đúng thông tin,4,nan
"dù đôi xem fom ko đúng cho lắm nhưng shop vẫn dt nt cho mình đổi lại ko như shop khác , shop rất nhiệt tình ok cám ơn shop nhiều nếu có mua mình sẽ ủng hộ shop",4,nan
"dép đi nhẹ, không gây cảm giác khó chịu cho chân. đem rửa dép , khi mang phơi, thử bẻ cong phát hiện dưới đế dép cả 2 cái đều có bong bóng nước phụt ra. hoá ra bị thủng khe nhỏ. gói hàng cũng ổn, dù sao cũng không phải hàng hoá dễ vỡ gì nên ok. hợp lý với giá tiền. chưa biết đi có được bao lâu không",4,nan
"cũng ok thôi,",4,nan
"đẹp, mang thoải mái, có điều quai dép bị sứt mẻ nhiều chỗ, mà shop ko kiểm tra kỹ sp trước khi giao cho khách hàng, 1 điểm trừ cho shop",4,nan
size 44-45 chứ k phải 45 mà mang như size 42 thôi. mang k vừa đc. mọi ng nên cân nhắc kỹ size trc khi mua. shop rất nhiệt tình và đã gọi khắc phục lỗi cho mình.,4,nan
giao hành nhanh hàng đẹp đi êm,4,nan
mềm mại hơi mùi cao su lùng bùng chút. so với giá tiền thì ok,4,nan
"dép đẹp, êm chân nhưng có mùi nhựa quá nặng, shop có cách nào khử mùi dép mới này k?",4,nan
đặt hai đôi 42 39 vàng giao 42 39 đỏ mà kệ v cũm dc rồi ,4,nan
"dép ổn mà size 41 lại hơi bé, không biết đổi được không",4,nan
dép nhỏ hơn số size một chút,4,nan
"mong shop phải ghi rõ ràng là size của shop nhỏ hơn size thật tế, để khách hàng biết mà lựa size to hơn để khỏi mất lòng đôi bên,cảm ơn",4,nan
giao lộn hàng nên trừ 1 sao còn lại thì sản phẩm chất lượng và êm chân nha,4,nan
sp ok giao hàng hơi lâu cho shop 4 sao,4,nan
dép đi êm giao size đúng nhưng đi cảm giác hơi dính chân đôi to bị sứt mất 1 góc =),4,nan
"giao hàng đúng với hình, dép mềm, đi êm. mặc dù cái chữ bos bong luôn, dép giờ thành màu đen trơn. dù sao cũng ok",4,nan
 ,4,nan
"dép khá mỏng, mang cũng êm chân nhưng ko được đẹp lắm",4,nan
san pham ok mang em chan hoi trat mua so to nhat roi chac mang thoi gian dan ra la vua.,4,nan
dép đẹp. mềm. đi êm chân. size liền nên khó chọn đúng size.,4,nan
dep đẹp mà size đep nhỏ quá. thường thường mang size 41 h mà mua phải cộng thêm 2 size nửa,4,nan
dép khá mềm.,4,nan
chữ gì kì ghê,4,nan
"dép mang êm ,đúng với giá tiền, đặt 2 đôi nhưng shop giao 1 đôi khác màu ",4,nan
dép cũng ổn so với giá tiền nhưng rõ ràng mình đặt đôi màu đỏ mà lại giao đôi màu vàng là sao vậy shop?,4,nan
dép hơi nhỏ so với bth. ai mang 40 thì lên 43 mới vừa. ,4,nan
mình đặt đôi bos đỏ mà giao bos vàng nha,4,nan
dép mang rất ok nhưng size hơi nhỏ;-;,4,nan
khá,4,nan
cỡ 39 nhưng bé so vs loại dép khác cùng cỡ,4,nan
quá mền và nhỏ hơn size thực 1 size,4,nan
giao hơi lâu :),4,nan
cũng đc nhưng lấy đúng size mà nhỏ quá,4,nan
dép đúc mang êm chân,4,nan
dép mềm. mềm như bún. chứ không cứng nha.,4,nan
chất lượng ok. nhưng đơn vị giao hàng quá chậm,4,nan
kém,4,nan
tạm được,4,nan
hag bị cháy 1 miếng,4,nan
"dép nhựa mềm, đi tạm trong nhà thì ổn",4,nan
chất lượng dép không như mình mong đợi.,4,nan
gói hàng sơ sài trừ 1 sao. chất lượng như giá.,4,nan
sản phẩm bị gập mõm,4,nan
size hơi bự,4,nan
đặt size to nhất nhưng vẫn mang k vừa 😤,4,nan
hơi bé so với cỡ đặt,4,nan
hâj,4,nan
"dép đi mềm, êm, đi trời mưa rất sướng, khô nhanh",4,nan
giao nhanh hàng đi thoài mái êm chân,4,nan
sản phẩm ổn,4,nan
tạm dc,4,nan
nhìn cx như hình đẹp,4,nan
dùng đc nha mọi người,4,nan
hơi nhỏ,4,nan
cũng tạm ổn hàng giống với ảnh,4,nan
phom dép nhỏ mà shop ko tư vấn giúp mình,4,nan
bns chứ k phải bos nên cho 4s 😑,4,nan
hàng đẹp nhé mng,4,nan
shop phục vụ tốt,4,nan
size bé hơn so với bình thường,4,nan
chất dép không được chắc chắn lắm ,4,nan
cho shop 4* giao nhầm size 41,4,nan
dép hơi dín sàn. chắc do mới,4,nan
đặt màu đỏ giao nhầm màu vàng,4,nan
"size hơi bé ,không chuẩn. haiz",4,nan
lấy tăng 1 size rồi vẫn chật,4,nan
pin đc 2 ngày,4,nan
bình thường ,4,nan
hàng khá ổn,4,nan
dép đẹp nhưng giao nhầm màu,4,nan
tốt,4,nan
ok,4,nan
chất lượng kém,4,nan
hơi nhỏ mang kh vừa chân,4,nan
shop rất chú tâm về khách hàng👍,4,nan
cũng ok giống hình 95% logo bos ko giống,4,nan
giao sai màu,4,nan
đẹp nhưng size hơi nhỏ,4,nan
nhựa hơi mềm nhưng ok,4,nan
"tương đối ổn, không quá sang",4,nan
giao hàng chậm,4,nan
đặt dép mác đỏ lại đưa mác vàng,4,nan
ok,4,nan
size 41 nhỏ hơn bình thương mà không ghi chú thêm,4,nan
sp như hình nhưng đi k thoải mái lắm,4,nan
"dép đẹp, mang êm chân lắm nha mng",4,nan
đẹp,4,nan
đặt rồi mới biết ở chợ bán có 35k vl thật,4,nan
cho 4 sao vì bên shiper nch khó nge,4,nan
cao su nguyên khối đúng giá tiền 🤣,4,nan
"hàng đẹp , có cái giao nhầm size",4,nan
dép chất lượng tốt,4,nan
đặt đỏ những giao màu vàng. ok cũng đc,4,nan
ok,4,nan
đẹp nhưng dễ bị thủng,4,nan
oke,4,nan
mình đặt 41 nhưng lại gửi 40 😌,4,nan
"cũng được, dép hơi mềm, xuất sứ trung quốc",4,nan
ok,4,nan
cũng tốt đấy,4,nan
đúng với giá tiền ,4,nan
form dép hơi nhỏ so với chân,4,nan
sản phẩm cung ok nhưng mk ko thích lắm,4,nan
dép khô đi bị bính vừa vừa ở chân,4,nan
thường thôi,4,nan
sản phẩm hơi tệ,4,nan
được,4,nan
cũng đc,4,nan
chất lượng tốt,4,nan
ok,4,nan
mang rất êm. cảm ơn shop đã bán hàng chất lượng. ,4,nan
ok,4,nan
bán sai màu r,4,nan
cx đc hơi đắt,4,nan
tạm,4,nan
tốt,4,nan
tạm hài lòng,4,nan
cũng tạm,4,nan
áo mặc ko thoải mái cổ áo rộng tay áo thì hơi ngắn lỡ cở màu ở ngoài đậm hơn chụp lên mặc với quần đùi mà ai cũng chê già. ko hài lòng vs sp😀,4,nan
đẹp còn ý chỉ thừa gói hạng oke la😍 nói chung là sẽ ủng hộ shop tiếp nha,4,nan
"đường may ẩu. mình phải máy lại hết gấu, và vắt sổ, trần đè lại. nhưng giá rẻ nên phải chấp nhận. 120k cả bộ nên phải tạm chấp nhận. mình đã quay hết lại đường may trc khi sửa.",4,nan
"áo đúng mẫu,màu bên ngoài không chuẩn như trong hình mấy. nhưng vì giá rẻ nên nghĩ như vậy cũng phù hợp rồi",4,nan
"áo màu xanh dương với áo nâu là 2 chất vải khác nhau. chiếc màu xanh khá mát, vải mềm còn cái màu nâu chất rất thô, dày, nóng mình đã ngâm nước và giặt nhưng ko ăn thua mấy. khá thất vọng vì chất ko giống nhau nhưng dc cái màu khá xinh, shop giao hàng nhanh",4,nan
"áo mới hơi nhăn, giặt thì mềm. tạm đc( mặc được hai kiểu thay đổi). 47 kí mặc như bầu. giao hàng lâu được cái shop nhiệt tình",4,nan
hơi thất vọng về áo. vì sờ nhiều nilong. shop giao hàng nhanh. cảm ơn shop,4,nan
áo khá đẹp vải hơi mỏng và ngắn nhưng so vs giá tiền thì cũng ok,4,nan
chất áo k như mong đợi của mình rẻ nên k đòi hỏi nhiều nch cũng tạm được giao hàng nhanh mà chủ shop cũng đáng yêu hình ảnh chỉ mang tính chất minh họa vì mình lười chụp lắm.,4,nan
áo 1 lớp siêu mỏng nhìn xuyên thấu . lên phom tạm ổn nhưng giá rẻ nên k đòi hỏi đc ,4,nan
"hơi thất vọng vì áo nhận được bị bẩn ở phần tay. chất áo hơi nóng nhưng lên form khá ổn. quần đen chỉ thích hợp mặc giấu cạp, mặc cũng khá rộng rãi thoải mái.",4,nan
áo đẹp thái độ ship bơ mình k thể chấp nhận nổi,4,nan
sỉu,4,nan
chất cũng ổn dáng áo đẹp nhưng mình đặt màu xanh lơ mà thành màu này k giống hình,4,nan
áo xinh chất mềm nhưng nóng k đc mát .mùa dịch giao hàng nhanh,4,nan
eo ôi dỗi thật sự á :) sao cùng một màu áo mà thấy mn mua được màu hồng tím xinh xỉu mà mình lại ra màu hồng cánh sen :) thêm quả giao hàng lâu nữa,4,nan
quần chất kiểu nilon k thấm nước. hai quần vải khác nhau. quần trắng hơi mỏng. từ 45kg mặc vừa .,4,nan
hơi ngắn mặt lên nhìn bắp tay hơi to . k được ưng ý cho lắm . shop có tặng kèm khẩu trang món quà nhỏ nhưng tinh tế ❤ 10đ lịch sự,4,nan
"nói chung là chất vải ok nhé.! nhưng lúc đầu em cưz tưởng là nguyên set cơ. nhưng khi nhận được hàng thì có mỗi áo nên hơi buồn xíu, với giá tiền này thì các bạn nên mua nha",4,nan
cũng đc vải hơi nóng may cẩu thả rách . sang k lổi k,4,nan
áo hơi mỏng chỉ có 1 lớp chất k đc đẹp lắm giao hàng nanh đóng gói cẩn thận còn đc tặng khẩu trang ncl mặc đc vừa vs giá tiền,4,nan
"áo này khá ngắn ( mình 1m68) với giá này thì mua đc sp k phải tốt nhất có thể r nha mn , mặc nó như đồ ở nhà hui 🥲 chắc có thể do dáng mình mặc lên k đẹp nữa",4,nan
áo chất dày dặn lắm không lộ nội y nhưng áo ngắn lắm m58 mà mới qua rốn khoảng 8cm thoi với áo bị mốc giặt không ra hơi buồn,4,nan
giao hàng nhanh tạm ổn,4,nan
mình mua 2 áo màu trắng thì 1 cái hơi mỏng cái còn lại dày hơn có chỉ thừa nhưng mà vừa ý tầm giá ạ,4,nan
"giao hàng nhanh vải đẹp ,mát. nhưng mình đặt màu nâu tây nó lại về hàng nâu truyền thống nên không ưng cho lắm.",4,nan
"42kg mặc hơi rộng, phải đi thay chun, chun áo khá nhão",4,nan
"áo mặc xinh nhưng vải nóng cứng như áo mưa ☹️, mặc chơi chơi thì dc, nhưng vs mức giá này thì cũng ok",4,nan
"lên from kha đẹp nhưng vải hơi nóng ,shiper thân thiện",4,nan
"áo quần như mẫu, đẹp, quần chất vải thoải mái, áo chất cứng thô, mang nóng",4,nan
màu cam vải k đc đep như các màu còn lại,4,nan
vải hơi mỏng nma oke nha,4,nan
áo đẹp lắm,4,nan
áo đẹp vải ok đúng giá tiền .,4,nan
vai áo hoei lệch,4,nan
sản phẩm phù hợp với giá tiền nhưng áo hơi hôi,4,nan
áo hơi mỏng,4,nan
áo đẹp nhưng hơi ngắn,4,nan
"đẹp , giống áo mưa một xí",4,nan
"đồ đẹp nhưng vải mặc khá nóng và khó chịu, vì giá rẻ nên tạm chấp nhận cho shop 4 sao. hình nhận xu mn thông củm",4,nan
"chất lượng sp ổn vải không quá mỏng. quần hơi ngắn so với những bạn m6 trở lên , áo lên prom vai không đẹp . mặc vào cảm giác giống như mình bị tăng cân ấy cân nhắc trước khi mua các bạn nhé . tầm 48kg m57 đổ về mặc đẹp thôi còn trở lên thì say bye nhé",4,nan
"đồ đẹp nhưng vải bị xù lông hơi bị nhiều, giao hàng nhanh, đóng gói cẩn thận 4 sao",4,nan
"áo đẹp, vải thì cũng ok nhưng hình in trên áo kh đc đẹp lắm nên 4 sao thôi nha",4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"chất vải khá ok, giao hàng cũng nhanh, cũng rẻ nhưng mà form hơi rộng ạ, ko đc đẹp lắm, chiều ngang quá rộng nó không cân xứng với chiều dài lắm nên nhìn hơi bị rộng nhma nếu style bạn là v thì nó rất ổn",4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"đẹp, vải mát, không bị nhoè màu, phần số in không được đẹp lắm",4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"áo đẹp, mỗi tội có 1 cái bị sứt chỉ buồn ghê, giá rẻ vải đẹp mn nên mua nha",4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và dịch vụ để mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
"haiz nói thực là tui mặc bộ này ko đc đẹp chất vải khá nóng, đc cái tui thích cái quần, mỗi tội hơi toè nói chung là cx đc, bạn nào dưới 48kg mặc sẽ đẹp, còn trên 50kg thì quên đi:)",4,"dạ chào bạn, shop xin cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận sự góp ý của bạn để cải thiện sản phẩm hơn ạ.shop mong rằng đơn hàng sau hoặc sản phẩm sau sẽ làm bạn hài lòng hơn ạ"
quần áo nhìn đẹp đường may chắc chắn nhưng chất vải quá nóng.,4,nan
"hàng đặt mua giúp nên không có hình ảnh review. shop lên đơn, giao hàng nhanh, cảm ơn shop!",4,nan
"áo mở ra là n bị dính tróc như này, vải tạm ổn, rộng rãi, phụ hợp giá tiền",4,nan
"chất vải ok lắm nhưng size hơi nhỏ, nói <70kg mà mình có 58kg mà mặc hỏi ôm, không có rộng rãi thoải mái hình ảnh và vid chỉ mang tính chất nhận xu",4,"chào bạn, trước tiên shop cũng cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm hơn ạ. chúc bạn và gia đình thật nhiều sức khỏe ạ."
sp khá là hơi chật vs mik còn có 1vết bẩn khi mik khui.,4,nan
"lần 2 mua sp: ok nhưng đường may đáy quần lệch rồi. hình in bị tróc . "" trừ 1 ☆"". vải ok nha mà chất nóng , nên mua nha( 1m57 50kg vừa vặn).",4,nan
"cái ống quần nó hơi xoè ra , ko thích áo giống hình vải nóng",4,nan
hàng ok nhưng sao chiều ngang áo không giống như đã để ở mô tả sản phẩm. áo dính vết bẩn còn nhiều chỉ thừa,4,nan
chất vải tốt nhưng áo bị sao sao á mn phía trước áo là cái màu giống như bị phai nó xanh xanh còn phía sau áo thì vẫn ok,4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"giao hàng cũng nhanh, áo quần đẹp và chất lượng y hình,cs đều áo hơi hôi nên mua về nhớ giặt xả áo nhé, hành rất ưng ý 🤩",4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng rất lấy làm tiếc vì sản phẩm bên shop ko làm hài lòng bạn ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
"đồ thì giống hình mà chất vải thì hơi nóng, nói chung là hợp giá tiền nha",4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
vải mát mỏng đẹp và shiper vui tính mn nên mua giá ổn đẹp !,4,nan
giống hình. nhìn ok nhưng chất liệu mặc ko được mát.,4,nan
cũng được,4,nan
sản phẩm khá được nhưng có điều bên tay áo có vết dơ nên cho shop 4 sao ghen,4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"phần cánh tay trắng của bộ màu đen bị dính màu, giặt vẫn k ra nha. đồ đem giặt r nên k có hình.",4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và dịch vụ để mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
"áo có vệt gì như keo k biết giặt được kh,vải tạm ạ",4,nan
dính mực,4,nan
chỗ in bị lỗi. ,4,nan
áo hơi nhỏ phần vai bị thô mình m60 57kg mà mặc cảm giác kh đc thoải mái :vb,4,dạ shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm hơn ạ
"vải nóng, áo cần may rộng hơn",4,nan
"chất vải rất đẹp , rất thích ạ ❤️nhưng mình kg thích cách phục vụ của shop :)",4,nan
bộ đẹp lắm ạ,4,nan
đường chỉ còn chx chắc chắn,4,nan
xịn,4,nan
"vải áo mỏng, hình in k được đẹp",4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
40 > 70kg mà 50 kg mặt không vừa lắm,4,"- lapi vn xin chân thành cảm ơn bạn đã mua hàng và đánh giá sản phẩm của shop ạ. - ý kiến đóng góp của bạn là động lực để shop không ngừng nâng cao chất lượng sản phẩm và dịch vụ chăm sóc khách hàng của mình. - shop sẽ cố gắng hoàn thiện sản phẩm của shop hơn ạ. - rất hân hạnh được phục vụ bạn thêm nhiều lần nữa. - chúc bạn và gia đình luôn mạnh khỏe, hạnh phúc, nhiều niềm vui ^"
"vải hơi mỏng, giao hàng nhanh",4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng rất lấy làm tiếc vì sản phẩm bên shop ko làm hài lòng bạn ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
sai mẫu nhưng mặc khá tốt,4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và dịch vụ để mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
vải mỏng phù hợp với giá tiền,4,nan
hình in hơi lỗi tạm được,4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng rất lấy làm tiếc vì sản phẩm bên shop ko làm hài lòng bạn ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
đẹp,4,"dạ, trước tiên shop xin chân thành cảm ơn bạn đã ủng hộ shop ạ. shop cũng rất lấy làm tiếc vì sản phẩm bên shop ko làm hài lòng bạn ạ. shop xin ghi nhận đóng góp ý kiến của bạn để cải thiện sản phẩm và mang đến những sản phẩm phù hợp nhất cho mọi người ạ. chúc bạn và gia đình nhiều sức khỏe ạ."
vải cũng ko đc lắm,4,"dạ chào bạn, shop xin cảm ơn bạn đã ủng hộ shop ạ. shop xin ghi nhận sự góp ý của bạn để cải thiện sản phẩm hơn ạ.shop mong rằng đơn hàng sau hoặc sản phẩm sau sẽ làm bạn hài lòng hơn ạ"
"chất áo nóng, quần thì mỏng",4,nan
"gửi sai mẫu 😡 nhưng chất vải được, nên tạm chấp nhận. vì giận quá nên không chụp lại ảnh đăng tạm ảnh trong máy đừng ai chửi em nhé :)",4,nan
"giày nhận như hình, nhưng lớp da màu trắng hơi nhăn không cưng",4,nan
sản phẩm giống như hình vẽ và giao rất nhanh hơn cả món mình đặt trước,4,nan
"giày không phản quang như mô tả, size đúng nhe bảng size của shop",4,nan
"giày rất đẹp nha, mẫu cũng rất giống hình với lại giao hàng nhanh nữa, nói chung là rất đáng tiền ",4,nan
hàng cũng ok. nhưng hơi rộng. mình lấy số 42 mà shop gửi số 43 hay sao ấy. lại còn cạo cái số đằng sau số 4 đi để k nhìn đx cỡ :(. nhưng thôi cũng tạm,4,nan
đóng gói sp còn hơi tệ làm giày biến dang.nên kĩ vè khâu đóng gói sp nhé shop ,4,nan
sản phẩm cũng khá ổn nha mn giao hàng siêu nhanh luôn giày hơi to,4,nan
mua 1 đôi trước thì cỡ 43 đi vừa. mua thêm đôi này thì 43 lại ko đi vừa,4,nan
hơi chật so với form giày của mình. ,4,nan
giầy có thêm hộp đựng riêng là ok rồi😅,4,nan
buồn thật chứ sp chỉ được 70% như hình thôi còn 30% nhìn không được giống hình shop bán sp này cũng tạm ổn nếu giặt giũ nhiều lần sẽ bị bung ra nhìn kiểu dáng ntn thì nhưng thôi tiền nào của nấy vậy cho shop 4*,4,nan
"đóng gói k cẩn thận, giày bị mất form. tiền nào của nấy ạ. giao hàng nhanh",4,nan
đã nhận hàng giao hơi lâu xíu mà dày đẹp có méo móm do đóng hàng nhưng mà cũng ưng ý sẽ ủng hộ shop tiếp,4,nan
"- thời gian bên vận chuyển đến lấy hàng thì hơi lâu nên hơi khó chịu - mình mang size 43 là thỏa mái nhưng giày này lại vừa khít - giày đẹp, giao đúng size đánh giá 5* nhưng bực thời gian giao nhà vận chuyển lâu, mình phải nhắn tin hối nên cho 4*",4,nan
"giày hơi móp do vận chuyển và bung 1 đường chỉ. còn lại thì ổn. đi vừa chân , kiểu dáng đẹp",4,nan
"giao hàng nhanh, chất lượng giày ok với giá thành giày k có box, gói hàng tệ nên bị móp",4,nan
giày đẹp. shop giao đúng mẫu như hình. tuy nhiên chỉ có đóng gói là mình thấy chưa được. sao shop không bỏ vào trong hộp mà bỏ vào bì kiểu vậy là móp giày hết. mong shop rút kinh nghiệm lần sau ,4,nan
"chờ shop rep hết cả thanh xuân😩 chất lượng sp tốt y hình, giao hàng nhanh. nếu có size nữ thì tốt quá",4,nan
mk hơi thất vọng về shop xíu rõ ràng là mk đặt màu đen nhưng shop lại giao màu trắng 🙂 nhưng giày cx đẹp nha mn,4,nan
"giày chất lượng, nhưng shop thì mình cho 4 sao, đặt 2 đôi vớ giao 1 đôi, shop nên nhìn kỹ đơn hàng",4,nan
"hàng bao đẹp chất lượng tuyệt, giao nhanh nhưng lại giao sai mẫu mình hơi tiếc nên cho tạm 4*",4,nan
phản quảng qua lest tốt nhưng qua mắt nhìn thì không đc tốt lắm dao hàng nhanh ưng ý cho 4*,4,nan
đóng gói sp hộp bị méo mó. giày đúng trong mẫu giá rẻ so với nơi khác ,4,nan
giày đẹp. shop giao hàng nhanh. đóng gói hàng cẩn thận chất lượng ,4,nan
"hàng ok trong tầm gia, 5 sao. giao hàng lâu 5 ngày mới nhận được, 3 sao. tong ket 4 sao.",4,nan
"giao hàng nhanh, gói hàng cẩn thận, giày đẹp mỗi tội tưởng màu trắng tinh giao hoá trắng sữa",4,nan
giày khá ok giống hình. form hơi méo đó vận chuyển nhưng với tầm giá thì ok. ,4,nan
