,khach_cmt,rating,shop_phan_hoi
450,Shop CSKH cực kém,2,
451,"Đường may mũi chỉ không được đẹp cho lắm, chỗ dâu hậu + chặn gà thì may lệch
Đóng gói chưa được kĩ nên bị mất phom giầy
Đúng tiền nào của đấy",1,
452,"Nhìn chung sản phẩm phù hợp với giá của nó
Tuy nhiên mình khuyên thật các bạn đang có ý định mua giày thì không nên mua
Giày này chất lượng trung bình, độ bền chắc chắn là kém. Hãy bỏ ra vài trăm nghìn để mua đôi giày hẳn hoi, đừng ham rẻ
Đế giày trắng, da giày màu be
Mình khuyên các bạn không nên",1,
453,"Dày thì ok , nhưng cách gói hàng k tốt k nhồi giấy vào dày làm dày bị móp méo ! Chật size nhưng shop k đổi !!!",1,
454,"Chất lượng thì như mọi người thấy :))) giày gửi về đây ạ
Đẹp vler luôn ",1,
455,"Mua màu đen mà gủi màu trắng, ib k thèm rép, định trả hàng hoàn tiền nhưng thôi đi tạm vậy, nhưng cho 1 sao vì chăm sóc khách kém, nếu mà nói nhẹ xl câu thi m cũng vui vẻ đằng ni im ru. Thất vọng",1,
456,Thất vọng. Giầy giao không đúng mẫu trong ảnh. Đóng gói thì móm méo. Bị chật hơn so với 1 cỡ so với giầy đang đi. Không hiểu sao nhiều ng PIA sản phẩm tốt thế. Chắc cạch ra thôi,1,
457,"Giày cũng đẹp nhưng shop giao lộn màu cho mình ko hài lòng cho dụ này
Mình kiu đổi shop cũng ko rép😡",1,
458,Đặt giày đen. Giao giày trắng. Phản hồi chán. Thời gian giao hàng rất lâu,1,
459,"Không phản quang
Giày hơi nhỏ khi mua nên thêm 1 size
Đường may không chắc chắn dư nhiều chỉ thừa
Dơ 1 số chổ",1,
460,"Giao sai nhưng k thấy mình sai chỗ nào,ít gì cũng phải xin lỗi khách,kiểu như trả thèm quan tâm cho lắm, mik đặt 1 đôi trắng ở chỗ khác rồi ,giờ mình đặt đôi đen ở đây shop lại giao trắng và thế là 2 đôi, mình có thể trả -hoàn tiền ,but viết cho mn biết mà né shop ra đừng xem cmt 5*,tgian có mua đck",1,
461,Shop giao sai hàng. Đôi tất cũng k thấy giao trong đơn. Lần đầu mua hàng của shop khá thất vọng,1,
462,Đặt màu đen mà giao màu vàng này ???,1,
463,"Shop giao nhầm hàng, không đưa ra phương án xử lý hay hỗ trợ cho khách",1,
464,Đặt đôi đen shop lại gủi màu trắng chán shop quá ,1,
465,Giao hàng ko đúng mẫu:))) shop làm ăn như ***,1,
466,"Chất lượng hơi tệ 
Giầy bị móp méo ",1,
467,"Đặt màu đen , giao hàng lại màu trắng, shop ko tư vấn cho ng mua cách đổi hàng, chất lượng tồi",1,
468,Hàng kém chất lượng dán đế giày như hàng mấy chục nghìn,1,
469,Shop làm ăn như cc ghi chú 1 đôi 38 1 đôi 40 rồi vẫn giao 2 đôi 39,1,
470,,1,
471,"Hàng k giống như shop nói. K dạ quang, đặt hàng màu đen, gửi màu trắng.",1,
472,Sai màu,1,
473,,1,
474,Đặt màu trắng giao màu đen,1,
475,,1,
476,Hàng đã qua sử dụng ,1,
477,Mua đen giao trắng,1,
478,đặt giày màu đen nhận hàng thì màu trắng😑,1,
479,,1,
480,Tệ,1,
481,Đặt hàng giày màu trắng nhưng lại giao màu đen,1,
482,da xấu,1,
483,,1,
484,,1,
485,,1,
486,,1,
487,,1,
488,,1,
489,Hàng không giống trong quảng cáo,1,
490,,1,
491,,1,
